,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ENERGYSTARScore,age_batiment,LargestPropertyUseType,PrimaryPropertyType,BuildingType,Ratio_buildingParSurface,Ratio_parkingParSurface,SurfaceParetage,ComplianceStatus,Outlier,is_energyStarImputed,pr_steam,pr_natural,pr_elec
2150,3494929.5,92.7,1.0,2,28531,0,28531,55.2,14,Other,Other,Nonresidential COS,1.0,0.0,9510.33333,Compliant,inconnue,True,0.0,0.4238045431245466,0.5761953138110512
2151,308400.4063,2.15,1.0,2,36600,0,36600,80.0,34,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,12200.0,Compliant,inconnue,False,0.0,0.0,0.999998682556859
2152,1011965.375,7.05,1.0,5,35176,0,35176,74.0,12,Office,Mixed Use Property,NonResidential,1.0,0.0,5862.66667,Compliant,inconnue,True,0.0,0.0,0.9999996294339616
2157,2839882.25,61.68,1.0,2,41293,15243,26050,78.2,76,College/University,University,NonResidential,0.63,36.914,13764.33333,Compliant,inconnue,True,0.0,0.31965832386184323,0.6803415881063378
2159,2100216.5,61.6,1.0,1,48890,0,48890,49.0,75,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,24445.0,Compliant,inconnue,False,0.0,0.4846386074959415,0.5153611544333644
2160,4416909.5,30.79,1.0,3,43473,0,43473,3.0,16,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,10868.25,Compliant,inconnue,False,0.0,0.0,0.9999998867986768
2162,3740373.75,35.48,1.0,1,40265,0,40265,19.0,26,Retail Store,Retail Store,NonResidential,1.0,0.0,20132.5,Compliant,inconnue,False,0.0,0.054472631244404386,0.9455271682408743
2163,1608884.25,37.61,1.0,1,26208,0,26208,79.0,11,Retail Store,Retail Store,NonResidential,1.0,0.0,13104.0,Compliant,inconnue,False,0.0,0.35559860816587646,0.6444012364469351
2166,8054334.0,286.89,0.0,2,27227,0,27227,64.2,41,Other - Recreation,Other,Nonresidential COS,1.0,0.0,9075.66667,Compliant,inconnue,True,0.0,0.6209075759708996,0.37909242402910037
2167,3275779.25,152.14,1.0,1,42172,0,42172,79.6,90,Other,Mixed Use Property,NonResidential,1.0,0.0,21086.0,Compliant,inconnue,True,0.0,0.855513691894837,0.14448623178744416
2168,796042.375,11.44,1.0,5,32250,0,32250,92.0,106,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5375.0,Compliant,inconnue,False,0.0,0.1602464944155768,0.8397530345039735
2170,1298039.875,14.17,1.0,1,51000,0,51000,95.0,63,Retail Store,Retail Store,NonResidential,1.0,0.0,25500.0,Compliant,inconnue,False,0.0,0.08552818918602173,0.9144719071130231
2182,229856.4063,1.6,1.0,1,27000,0,27000,76.4,100,Other,Mixed Use Property,NonResidential,1.0,0.0,13500.0,Compliant,inconnue,True,0.0,0.0,1.0000025829169157
2183,1001964.0,17.45,1.0,2,20747,0,20747,74.0,81,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,6915.66667,Compliant,inconnue,True,0.0,0.22640134775301307,0.7735986522469869
2184,817255.875,27.83,1.0,2,40800,0,40800,54.8,88,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,13600.0,Compliant,inconnue,True,0.0,0.5870487012405998,0.4129514517102737
2185,576174.125,4.02,1.0,2,20150,0,20150,80.0,96,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6716.66667,Compliant,inconnue,False,0.0,0.0,0.9999997830516947
2186,1682454.875,11.73,1.0,7,36000,0,36000,40.0,107,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,4500.0,Compliant,inconnue,False,0.0,0.0,1.0000000742961976
2187,2502081.0,96.62,1.0,2,41276,0,41276,35.2,78,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,13758.66667,Compliant,inconnue,True,0.0,0.6858610892293255,0.3141389107706745
2188,1232822.875,23.62,0.0,2,24430,0,24430,58.0,79,Refrigerated Warehouse,Refrigerated Warehouse,NonResidential,1.0,0.0,8143.33333,Compliant,inconnue,True,0.0,0.2641231004088888,0.7358770009844278
2190,928584.875,9.65,1.0,1,22580,0,22580,90.0,89,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,11290.0,Compliant,inconnue,False,0.0,0.07408369644185729,0.925916438171578
2192,743528.125,33.52,1.0,1,20000,0,20000,18.0,90,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,10000.0,Compliant,inconnue,False,0.0,0.8261476322768557,0.17385219960576476
2193,2070005.625,82.07,1.0,1,42000,0,42000,73.4,62,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,21000.0,Compliant,inconnue,True,0.0,0.7081758533868718,0.2918243277720562
2199,111969.7031,0.79,1.0,1,24248,0,24248,84.2,54,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,12124.0,Compliant,inconnue,True,0.0,0.001964817213130576,0.9980378343970084
2202,11019641.0,292.8,1.0,6,244500,0,244500,100.0,7,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,34928.57143,Compliant,inconnue,False,0.0,0.4247893375110859,0.5752105717418562
2205,106918.0,0.75,1.0,1,24617,0,24617,84.2,84,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,12308.5,Compliant,inconnue,True,0.0,0.0,1.0
2206,3245111.5,22.62,1.0,3,127065,84710,42355,44.8,7,Parking,Other,NonResidential,0.33,66.667,31766.25,Compliant,inconnue,True,0.0,0.0,0.9999998459220892
2207,1748644.5,58.36,1.0,1,37247,0,37247,69.0,52,Retail Store,Retail Store,NonResidential,1.0,0.0,18623.5,Compliant,inconnue,False,0.0,0.5722409557803201,0.42775875828391646
2212,3027867.5,77.23,1.0,1,25384,0,25384,11.0,23,Retail Store,Retail Store,NonResidential,1.0,0.0,12692.0,Compliant,inconnue,False,0.0,0.40172134348679395,0.5982784913804848
2214,1441445.625,10.05,0.0,3,49052,0,49052,96.0,106,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,12263.0,Compliant,inconnue,False,0.0,0.0,0.9999995664075084
2215,586589.1875,25.15,1.0,2,52110,0,52110,34.0,116,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,17370.0,Compliant,inconnue,False,0.0,0.7781681110513139,0.22183156930419895
2217,1528295.75,39.25,1.0,2,39036,0,39036,74.0,79,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13012.0,Compliant,inconnue,True,0.0,0.4055190233958316,0.5944811401850721
2218,771512.6875,14.99,1.0,1,26310,0,26310,96.0,93,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13155.0,Compliant,inconnue,False,0.0,0.2701407292151628,0.7298596758332636
2222,12434593.0,413.1,1.0,1,37883,0,37883,88.0,50,Retail Store,Retail Store,NonResidential,1.0,0.0,18941.5,Compliant,inconnue,False,0.0,0.5689464062072639,0.43105351337192943
2225,1274049.75,54.27,1.0,3,29874,0,29874,95.0,54,K-12 School,K-12 School,NonResidential,1.0,0.0,7468.5,Compliant,inconnue,False,0.0,0.772191980729167,0.2278082154955095
2227,992794.6875,47.08,1.0,1,20140,0,20140,35.0,51,Worship Facility,Worship Facility,NonResidential,1.0,0.0,10070.0,Compliant,inconnue,False,0.0,0.8767220563919466,0.12327825837605522
2228,1242811.75,44.97,1.0,2,71874,31389,40485,79.0,26,Self-Storage Facility,Self-Storage Facility,NonResidential,0.56,43.672,23958.0,Compliant,inconnue,True,0.0,0.6331127783431401,0.36688742281363207
2231,1508561.875,28.05,1.0,2,39953,0,39953,93.0,45,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,13317.66667,Compliant,inconnue,False,0.0,0.2519041520918723,0.748095930768501
2234,1676426.5,11.69,1.0,2,21200,0,21200,15.0,18,Retail Store,Retail Store,NonResidential,1.0,0.0,7066.66667,Compliant,inconnue,False,0.0,0.0,0.9999997017465424
2235,6058494.0,42.24,1.0,1,30630,0,30630,27.0,36,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,1.0,0.0,15315.0,Compliant,inconnue,False,0.0,0.0,0.9999998349424791
2236,1896626.375,13.22,1.0,2,23421,0,23421,25.0,36,Retail Store,Retail Store,NonResidential,1.0,0.0,7807.0,Compliant,inconnue,False,0.0,0.0,0.9999998022805098
2240,893053.1875,31.54,1.0,2,24120,0,24120,66.0,88,Worship Facility,Worship Facility,NonResidential,1.0,0.0,8040.0,Compliant,inconnue,False,0.0,0.6144662016561023,0.3855335883899972
2241,1148202.25,51.15,1.0,3,35736,0,35736,88.0,87,Worship Facility,Worship Facility,NonResidential,1.0,0.0,8934.0,Compliant,inconnue,False,0.0,0.8144087855602095,0.1855909967081148
2244,1206165.75,27.75,1.0,1,51050,0,51050,10.0,75,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,25525.0,Compliant,inconnue,False,0.0,0.3474746319069332,0.6525255753614294
2245,1302192.875,42.66,1.0,2,21900,0,21900,40.0,62,Retail Store,Retail Store,NonResidential,1.0,0.0,7300.0,Compliant,inconnue,False,0.0,0.5590231784980393,0.44097691749388507
2246,150167.7969,1.6,1.0,1,16300,0,16300,100.0,64,Distribution Center,Distribution Center,NonResidential,1.0,0.0,8150.0,Compliant,inconnue,False,0.0,0.07983735692669006,0.9201639955603558
2247,1386445.375,9.67,1.0,1,33462,0,33462,1.0,52,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,16731.0,Compliant,inconnue,False,0.0,0.0,0.9999997295241437
2248,1331469.75,44.68,1.0,1,35310,0,35310,77.2,64,Other,Mixed Use Property,NonResidential,1.0,0.0,17655.0,Compliant,inconnue,True,0.0,0.5762316417627963,0.42376854599963687
2252,4653535.0,32.44,1.0,3,36140,0,36140,46.4,54,Other,Other,NonResidential,1.0,0.0,9035.0,Compliant,inconnue,True,0.0,0.0,0.9999997851095995
2253,8163413.0,298.91,1.0,2,47963,21384,26579,50.8,25,Other,Other,NonResidential,0.55,44.584,15987.66667,Compliant,inconnue,True,0.0,0.6425060204598249,0.35749397954017514
2254,415364.5938,14.37,1.0,1,23903,0,23903,65.0,86,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11951.5,Compliant,inconnue,False,0.0,0.5985488501210813,0.40145212781494427
2255,561473.875,23.52,1.0,3,22522,0,22522,64.0,69,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,5630.5,Compliant,inconnue,True,0.0,0.7566959370994777,0.2433042855288681
2256,905750.375,23.84,1.0,4,38959,0,38959,53.2,20,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,7791.8,Compliant,inconnue,True,0.0,0.41936168119168593,0.5806379047869563
2259,1218112.0,8.49,1.0,2,25955,0,25955,58.0,88,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,8651.66667,Compliant,inconnue,True,0.0,0.0,1.0
2278,608755.375,28.78,1.0,2,21936,0,21936,96.0,65,Worship Facility,Worship Facility,NonResidential,1.0,0.0,7312.0,Compliant,inconnue,False,0.0,0.8734970101906697,0.1265040164943102
2280,2442220.0,41.96,1.0,1,25406,0,25406,57.0,56,Other,Other,NonResidential,1.0,0.0,12703.0,Compliant,inconnue,True,0.0,0.22125893654134354,0.7787410634586565
2289,904236.0,6.3,1.0,2,23250,0,23250,55.0,49,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7750.0,Compliant,inconnue,False,0.0,0.0,1.0
2292,2794837.0,120.72,1.0,1,30000,0,30000,32.0,56,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,15000.0,Compliant,inconnue,False,0.0,0.7850486450551499,0.2149513549448501
2293,1791697.75,49.53,1.0,1,45036,0,45036,38.8,54,Non-Refrigerated Warehouse,Warehouse,Nonresidential COS,1.0,0.0,22518.0,Compliant,inconnue,True,0.0,0.4480426455857301,0.5519574939467329
2314,26416770.0,449.59,1.0,39,1074552,112124,962428,65.0,7,Multifamily Housing,Mixed Use Property,NonResidential,0.9,10.434000000000001,26863.8,Compliant,inconnue,False,0.0,0.21777034058289488,0.7822295458528806
2324,16378152.0,588.25,1.0,2,122679,0,122679,75.0,57,College/University,University,NonResidential,1.0,0.0,40893.0,Compliant,inconnue,True,0.0,0.6273500819872718,0.3726498569557786
2328,1027230.875,14.64,1.0,4,23022,0,23022,78.0,36,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,4604.4,Compliant,inconnue,False,0.0,0.15769288476653312,0.8423072369198404
2330,2470642.0,17.22,1.0,1,27263,0,27263,55.8,49,Refrigerated Warehouse,Refrigerated Warehouse,NonResidential,1.0,0.0,13631.5,Compliant,inconnue,True,0.0,0.0,1.0
2331,3064039.5,125.59,1.0,1,31569,0,31569,12.0,54,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,15784.5,Compliant,inconnue,False,0.0,0.7372773751774414,0.2627224616392837
2332,177812.7969,1.24,1.0,1,22509,0,22509,57.0,60,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11254.5,Compliant,inconnue,False,0.0,0.0,1.0000011422125041
2333,1073156.375,36.82,1.0,1,39984,0,39984,75.0,60,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,19992.0,Compliant,inconnue,False,0.0,0.5925082446628526,0.4074914059006545
2342,719905.1875,27.93,1.0,1,26440,0,26440,91.0,110,Worship Facility,Worship Facility,NonResidential,1.0,0.0,13220.0,Compliant,inconnue,False,0.0,0.6897158245577999,0.31028391499123625
2357,1143826.625,29.44,1.0,2,28800,0,28800,58.0,60,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,9600.0,Compliant,inconnue,True,0.0,0.4066770171572112,0.5933224364313079
2359,1162561.125,28.64,4.0,2,28500,0,28500,92.0,7,K-12 School,K-12 School,NonResidential,1.0,0.0,9500.0,Compliant,inconnue,False,0.0,0.38282202150876155,0.6171778709700103
2379,3717064.0,97.27,1.0,2,26519,0,26519,57.8,38,Restaurant,Restaurant,NonResidential,1.0,0.0,8839.66667,Compliant,inconnue,True,0.0,0.41605794250516,0.58394205749484
2380,15480681.0,515.71,1.0,2,34639,15402,19237,43.6,28,Restaurant,Mixed Use Property,NonResidential,0.56,44.464,11546.33333,Compliant,inconnue,True,0.0,0.5709268216301338,0.4290731137732248
2381,3537841.5,116.94,1.0,2,26300,0,26300,57.0,95,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,8766.66667,Compliant,inconnue,True,0.0,0.5652932727483693,0.434706585922518
2382,6584966.5,226.81,0.0,2,34072,0,34072,63.8,54,Restaurant,Restaurant,NonResidential,1.0,0.0,11357.33333,Compliant,inconnue,True,0.0,0.5954136592798156,0.4045862647896538
2383,840549.375,5.86,1.0,3,23355,0,23355,77.0,67,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5838.75,Compliant,inconnue,False,0.0,0.0,0.99999955386321
2384,3542708.5,101.21,1.0,4,30840,0,30840,30.0,51,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6168.0,Compliant,inconnue,False,0.0,0.4681203660984244,0.5318794927666219
2385,392683.6875,10.99,1.0,1,20332,0,20332,78.2,70,Other,Other,NonResidential,1.0,0.0,10166.0,Compliant,inconnue,True,0.0,0.4552188076312694,0.5447819881746425
2392,317794.4063,13.09,1.0,1,21850,0,21850,100.0,116,Worship Facility,Worship Facility,NonResidential,1.0,0.0,10925.0,Compliant,inconnue,False,0.0,0.7417940508917007,0.2582046706087665
2394,1391714.25,34.62,1.0,4,32282,6985,25297,63.2,19,Multifamily Housing,Mixed Use Property,NonResidential,0.78,21.637,6456.4,Compliant,inconnue,True,0.0,0.3880516420666096,0.6119481782988139
2398,9512829.0,66.32,1.0,13,307557,83064,224493,60.8,33,Office,Large Office,NonResidential,0.73,27.008,21968.35714,Compliant,inconnue,True,0.0,0.0,0.9999997897576
2402,430308.9063,11.85,1.0,2,28309,0,28309,87.0,98,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,9436.33333,Compliant,inconnue,True,0.0,0.4457913772908586,0.5542088404596891
2403,2799595.0,122.0,1.0,4,45500,0,45500,77.0,102,Hotel,Hotel,NonResidential,1.0,0.0,9100.0,Compliant,inconnue,False,0.33616994154511637,0.28179147340954674,0.38203847342204855
2404,2058532.875,14.35,1.0,5,38376,0,38376,68.4,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6396.0,Compliant,inconnue,True,0.0,0.0,1.0000000607228583
2406,1544501.75,46.53,1.0,4,42804,0,42804,77.4,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8560.8,Compliant,inconnue,True,0.0,0.5018349768784658,0.4981651849860319
2407,6983736.0,223.36,0.0,5,57600,0,57600,59.2,11,Residence Hall/Dormitory,Mixed Use Property,NonResidential,1.0,0.0,9600.0,Compliant,inconnue,True,0.0,0.5420900790064229,0.45790977780374287
2409,1287497.375,18.76,1.0,4,33300,0,33300,62.2,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6660.0,Compliant,inconnue,True,0.0,0.1646558696867246,0.8353438390505457
2411,188745.7031,7.05,1.0,3,22200,0,22200,80.4,116,Other,Other,NonResidential,1.0,0.0,5550.0,Compliant,inconnue,True,0.0,0.6585209515161672,0.34148062149977493
2412,3768900.5,50.05,1.0,2,29498,0,29498,49.4,48,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,9832.66667,Compliant,inconnue,True,0.0,0.1367022026715749,0.8632976646637395
2413,466672.6875,3.25,1.0,1,23050,0,23050,27.0,78,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,11525.0,Compliant,inconnue,False,0.0,0.0,1.0000006696342176
2414,3168131.0,22.09,1.0,4,48350,0,48350,45.0,8,Other,Small- and Mid-Sized Office,NonResidential,1.0,0.0,9670.0,Compliant,inconnue,False,0.0,0.0,1.0
2415,1582655.875,20.66,1.0,1,46059,0,46059,82.0,86,Retail Store,Retail Store,NonResidential,1.0,0.0,23029.5,Compliant,inconnue,False,0.0,0.13179238980173122,0.8682076891794307
2432,817409.625,6.53,1.0,2,23595,0,23595,72.0,46,Medical Office,Medical Office,NonResidential,1.0,0.0,7865.0,Compliant,inconnue,False,0.0,0.022031793423034383,0.9779686653432788
2438,847097.8125,34.08,1.0,3,28142,0,28142,96.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7035.5,Compliant,inconnue,False,0.40209712358335237,0.1090558830831593,0.48884673515787175
2439,2615973.5,124.59,1.0,3,28760,0,28760,38.0,116,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7190.0,Compliant,inconnue,True,0.191421209924336,0.5898458069242674,0.21873310260979326
2440,713326.875,13.69,1.0,4,39030,0,39030,99.0,114,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7806.0,Compliant,inconnue,False,0.0,0.2649346416395709,0.7350655335956605
2442,4199443.0,69.53,1.0,2,61580,27000,34580,42.6,90,Other,Other,Nonresidential COS,0.56,43.845,20526.66667,Compliant,inconnue,True,0.0,0.20774135998512183,0.7922586400148781
2443,1288669.5,25.53,1.0,3,30720,0,30720,62.2,99,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7680.0,Compliant,inconnue,True,0.0,0.27825986414670323,0.7217397478562192
2444,412562.4063,2.88,1.0,2,20640,0,20640,78.2,100,Retail Store,Mixed Use Property,NonResidential,1.0,0.0,6880.0,Compliant,inconnue,True,0.0,0.0,0.9999990151792947
2445,1333289.625,9.29,1.0,2,34914,0,34914,62.4,104,Retail Store,Mixed Use Property,NonResidential,1.0,0.0,11638.0,Compliant,inconnue,True,0.0,0.0,1.0000002812592201
2446,964923.8125,17.79,1.0,3,20897,0,20897,62.6,110,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5224.25,Compliant,inconnue,True,0.0,0.24839370414024267,0.7516064901756169
2447,336745.4063,2.35,1.0,2,36940,0,36940,100.0,100,Retail Store,Retail Store,NonResidential,1.0,0.0,12313.33333,Compliant,inconnue,False,0.0,0.0,0.9999987934505048
2448,1153690.125,20.76,1.0,3,22866,0,22866,47.0,103,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5716.5,Compliant,inconnue,True,0.0,0.2390026524670132,0.7609972391850022
2449,1264626.875,18.19,1.0,1,30240,0,30240,78.0,96,Retail Store,Retail Store,NonResidential,1.0,0.0,15120.0,Compliant,inconnue,False,0.0,0.1607312038185176,0.8392688950248666
2454,5078204.0,35.4,1.0,2,28586,0,28586,66.2,54,Other,Other,NonResidential,1.0,0.0,9528.66667,Compliant,inconnue,True,0.0,0.0,0.9999998030799866
2457,4644346.0,190.45,1.0,3,28800,0,28800,46.4,108,Hotel,Hotel,NonResidential,1.0,0.0,7200.0,Compliant,inconnue,True,0.0,0.7376823346064225,0.2623176653935775
2459,899924.1875,29.21,1.0,3,28800,0,28800,53.2,103,Other,Restaurant,NonResidential,1.0,0.0,7200.0,Compliant,inconnue,True,0.0,0.5522876336735866,0.4477121579755295
2460,3605755.5,25.14,1.0,3,35202,0,35202,2.0,37,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8800.5,Compliant,inconnue,False,0.0,0.0,0.9999998613328053
2467,7202141.5,183.79,1.0,6,95117,26082,69035,1.0,47,Senior Care Community,Senior Care Community,NonResidential,0.73,27.421,13588.14286,Compliant,inconnue,False,0.0,0.40198293799142937,0.5980169925847749
2469,331059.5,5.66,1.0,2,24600,0,24600,69.0,106,Worship Facility,Worship Facility,NonResidential,1.0,0.0,8200.0,Compliant,inconnue,False,0.0,0.21974297671566592,0.7802585335868628
2471,1063480.5,65.05,1.0,1,48850,0,48850,79.2,116,Worship Facility,Worship Facility,NonResidential,1.0,0.0,24425.0,Compliant,inconnue,True,0.7669873824672855,0.007410573113470346,0.22560169180346984
2482,2037720.625,14.21,0.0,3,54863,0,54863,100.0,55,Hospital (General Medical & Surgical),Hospital,NonResidential,1.0,0.0,13715.75,Compliant,inconnue,False,0.0,0.0,0.9999996932847456
2489,1989103.875,65.89,1.0,1,25000,0,25000,66.6,52,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,12500.0,Compliant,inconnue,True,0.0,0.566829623214122,0.4331704396282472
2490,287132.5,8.61,1.0,1,25000,0,25000,83.6,56,Non-Refrigerated Warehouse,Warehouse,NonResidential,1.0,0.0,12500.0,Compliant,inconnue,True,0.0,0.4991946226916145,0.500803635952043
2491,774075.6875,26.56,1.0,1,22622,0,22622,65.4,89,Other,Other,NonResidential,1.0,0.0,11311.0,Compliant,inconnue,True,0.0,0.5925002004406708,0.4075002032666218
2492,1031667.5,17.41,1.0,3,27544,0,27544,94.0,99,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,6886.0,Compliant,inconnue,False,0.0,0.21475233057162313,0.785248154080651
2506,1478979.25,10.31,1.0,7,47415,0,47415,60.8,27,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,5926.875,Compliant,inconnue,True,0.0,0.0,0.999999830964498
2512,2266983.0,95.38,1.0,3,22960,0,22960,66.2,55,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,5740.0,Compliant,inconnue,True,0.0,0.7607710335719324,0.2392285253131585
2514,14585813.0,393.07,1.0,1,44739,0,44739,17.0,18,Supermarket/Grocery Store,Supermarket / Grocery Store,NonResidential,1.0,0.0,22369.5,Compliant,inconnue,False,0.0,0.4329892341277103,0.5670106973125186
2518,2470566.0,120.86,1.0,1,22778,0,22778,57.0,68,Retail Store,Mixed Use Property,NonResidential,1.0,0.0,11389.0,Compliant,inconnue,True,0.0,0.9091872064943822,0.09081279350561774
2519,866806.0,37.28,1.0,2,21562,0,21562,20.0,60,Worship Facility,Worship Facility,NonResidential,1.0,0.0,7187.33333,Compliant,inconnue,False,0.0,0.7810467394088181,0.2189532605911819
2521,1378130.25,62.51,1.0,1,25753,0,25753,65.6,57,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,12876.5,Compliant,inconnue,True,0.0,0.8319873974176244,0.16801242117717102
2522,22767828.0,861.85,1.0,3,71280,0,71280,50.4,88,Other - Recreation,Other,NonResidential,1.0,0.0,17820.0,Compliant,inconnue,True,0.0,0.6693366183194989,0.33066333775887624
2524,20628680.0,792.6,1.0,16,153312,0,153312,51.0,53,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,9018.35294,Compliant,inconnue,False,0.0,0.6816644593837318,0.3183355890924674
2530,27684480.0,393.29,1.0,19,1206670,201857,1004813,87.0,7,Office,Mixed Use Property,NonResidential,0.83,16.728,60333.5,Compliant,inconnue,False,0.0,0.15680457064752526,0.843195357109832
2535,826488.6875,22.38,1.0,1,24200,0,24200,73.0,48,Worship Facility,Worship Facility,NonResidential,1.0,0.0,12100.0,Compliant,inconnue,False,0.0,0.4357639801331219,0.5642363979724768
2540,1740568.25,49.79,1.0,4,23513,2211,21302,45.4,35,Residence Hall/Dormitory,Residence Hall,NonResidential,0.91,9.403,4702.6,Compliant,inconnue,True,0.0,0.46888078074502393,0.5311190756237223
2547,640377.0,18.81,1.0,3,66610,0,66610,76.8,22,Self-Storage Facility,Self-Storage Facility,NonResidential,1.0,0.0,16652.5,Compliant,inconnue,True,0.0,0.4855936424949678,0.5144063575050322
2548,3646053.75,58.79,1.0,1,36000,0,36000,57.8,66,Other,Other,NonResidential,1.0,0.0,18000.0,Compliant,inconnue,True,0.0,0.19835609938553428,0.8016436949126161
2559,1219863.125,55.06,1.0,2,23222,0,23222,62.0,78,K-12 School,K-12 School,NonResidential,1.0,0.0,7740.66667,Compliant,inconnue,False,0.0,0.8272239559663712,0.17277594156311593
2562,2662054.25,91.69,1.0,2,24476,0,24476,37.0,92,Other,Mixed Use Property,NonResidential,1.0,0.0,8158.66667,Compliant,inconnue,True,0.0,0.5953871901746556,0.40461271591290826
2564,782343.8125,28.07,0.0,2,24750,0,24750,65.6,106,Retail Store,Retail Store,NonResidential,1.0,0.0,8250.0,Compliant,inconnue,True,0.0,0.62661197310869,0.37338826655576063
2567,3625407.5,121.63,1.0,3,60000,0,60000,52.0,112,K-12 School,K-12 School,NonResidential,1.0,0.0,15000.0,Compliant,inconnue,False,0.0,0.5760442102025772,0.4239556518818919
2568,690557.6875,17.31,1.0,2,46560,0,46560,67.6,62,Other - Entertainment/Public Assembly,Other,NonResidential,1.0,0.0,15520.0,Compliant,inconnue,True,0.0,0.39221198301409105,0.6077884695187034
2575,1440554.25,10.04,1.0,3,30408,0,30408,61.0,36,Other,Other,NonResidential,1.0,0.0,7602.0,Compliant,inconnue,False,0.0,0.0,0.9999998264556854
2579,1465795.75,34.03,1.0,3,30109,0,30109,89.0,96,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,7527.25,Compliant,inconnue,False,0.0,0.3521370559302004,0.6478631146256223
2583,917100.3125,38.59,1.0,2,25481,0,25481,92.0,56,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,8493.66667,Compliant,inconnue,False,0.0,0.7608862307524292,0.2391134284996768
2584,19423344.0,717.93,1.0,1,141297,0,141297,76.0,49,Senior Care Community,Senior Care Community,NonResidential,1.0,0.0,70648.5,Compliant,inconnue,False,0.0,0.6500147451437817,0.3499851518873372
2593,2119806.25,35.99,1.0,2,27788,0,27788,73.0,104,Office,Small- and Mid-Sized Office,NonResidential,1.0,0.0,9262.66667,Compliant,inconnue,False,0.0,0.216926429007368,0.7830734530573255
2603,1943899.25,58.52,1.0,4,41704,8584,33120,73.0,26,Hotel,Hotel,NonResidential,0.79,20.583000000000002,8340.8,Compliant,inconnue,False,0.0,0.5014184762919168,0.49858139510059485
